7,13,8
7,14,8
6,13,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,13,10
0,0,0
8,9,9
8,10,9
0,0,0
6,12,9
0,0,0
0,0,0
7,14,8
7,12,8
7,10,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8,8,9
7,10,10
0,0,0
0,0,0
0,0,0
8,13,9
0,0,0
0,0,0
8,8,8
0,0,0
7,12,10
0,0,0
7,8,8
7,12,8
0,0,0
8,8,7
0,0,0
8,13,8
0,0,0
8,10,10
0,0,0
8,12,9
8,9,8
8,9,10
0,0,0
8,10,8
7,10,9
0,0,0
0,0,0
7,9,10
0,0,0
0,0,0
7,10,8
0,0,0
0,0,0
8,7,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,9,8
8,7,9
0,0,0
0,0,0
0,0,0
6,11,10
0,0,0
7,11,8
8,7,9
8,12,10
8,11,8
7,11,8
0,0,0
0,0,0
8,9,8
0,0,0
8,9,7
0,0,0
0,0,0
8,8,7
7,9,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,7,9
0,0,0
7,11,7
0,0,0
0,0,0
7,7,8
0,0,0
0,0,0
9,8,7
0,0,0
8,7,9
7,9,7
0,0,0
0,0,0
8,9,6
8,13,8
7,10,9
0,0,0
0,0,0
0,0,0
0,0,0
8,9,8
0,0,0
8,7,9
8,10,7
7,11,9
0,0,0
7,10,9
8,9,8
0,0,0
8,10,7
0,0,0
0,0,0
6,10,9
7,9,9
6,11,9
8,9,8
8,10,7
0,0,0
7,11,7
7,10,9
8,12,8
0,0,0
7,10,7
8,8,7
0,0,0
7,9,7
0,0,0
0,0,0
7,9,8
0,0,0
